#converted from bop software   Vacancy id 209

       479  atoms
            2 atom types

     0   17.1781  xlo xhi
     0   19.8356  ylo yhi
     0   13.59308  zlo zhi


Atoms

   1      1     -2     1.31400    -0.75900    3.39800    0.00000    0.00000    0.00000
   2      1     -2     5.60900    -3.23800    3.39800    0.00000    0.00000    0.00000
   3      1     -2     9.90300    -5.71800    3.39800    0.00000    0.00000    0.00000
   4      1     -2     14.19800    -8.19700    3.39800    0.00000    0.00000    0.00000
   5      1     -2     1.31400    4.20000    3.39800    0.00000    0.00000    0.00000
   6      1     -2     5.60900    1.72100    3.39800    0.00000    0.00000    0.00000
   7      1     -2     9.90300    -0.75900    3.39800    0.00000    0.00000    0.00000
   8      1     -2     14.19800    -3.23800    3.39800    0.00000    0.00000    0.00000
   9      1     -2     1.31400    9.15900    3.39800    0.00000    0.00000    0.00000
  10      1     -2     5.60900    6.68000    3.39800    0.00000    0.00000    0.00000
  11      1     -2     9.90300    4.20000    3.39800    0.00000    0.00000    0.00000
  12      1     -2     14.19800    1.72100    3.39800    0.00000    0.00000    0.00000
  13      1     -2     1.31400    14.11800    3.39800    0.00000    0.00000    0.00000
  14      1     -2     5.60900    11.63900    3.39800    0.00000    0.00000    0.00000
  15      1     -2     9.90300    9.15900    3.39800    0.00000    0.00000    0.00000
  16      1     -2     14.19800    6.68000    3.39800    0.00000    0.00000    0.00000
  17      1     -2     0.00000    1.51700    3.39800    0.00000    0.00000    0.00000
  18      1     -2     4.29500    -0.96200    3.39800    0.00000    0.00000    0.00000
  19      1     -2     8.58900    -3.44100    3.39800    0.00000    0.00000    0.00000
  20      1     -2     12.88400    -5.92100    3.39800    0.00000    0.00000    0.00000
  21      1     -2     0.00000    6.47600    3.39800    0.00000    0.00000    0.00000
  22      1     -2     4.29500    3.99700    3.39800    0.00000    0.00000    0.00000
  23      1     -2     8.58900    1.51700    3.39800    0.00000    0.00000    0.00000
  24      1     -2     12.88400    -0.96200    3.39800    0.00000    0.00000    0.00000
  25      1     -2     0.00000    11.43500    3.39800    0.00000    0.00000    0.00000
